LU,YR_BUILT,GROSS_TAX
CD,1899,497591
CD,1899,522533
CM,1899,0
CD,1899,712430
CD,1899,520437
CD,1899,505975
CD,1899,537520
RC,1910,662020
CM,1999,0
CC,0,1186920
CC,0,793800
CD,1900,562042
CD,1900,605115
CD,1900,581954
CD,1900,584574
CM,1999,0
CD,1899,465836
CC,0,345240
CD,1899,582583
CD,1899,582164
CD,1899,582164
CD,1899,669777
CM,1999,0
CD,1899,1211174
CD,1899,671139
CD,1899,667786
CD,1899,1630374
CM,1999,0
CD,1899,759172
CD,1899,711488
CD,1899,760010
CD,1899,1713270
CM,1999,0
CD,1900,439532
CD,1900,544855
CD,1900,630582
CD,1900,586461
CD,1900,628381
CD,1900,757809
CM,1999,0
CD,1900,1035162
CD,1900,657096
CD,1900,628800
CD,1900,1481348
R4,1899,1938276
A,1899,1910504
CM,1999,0
CC,0,957600
CD,1901,550620
CD,1901,616644
CD,1901,596417
CD,1901,607736
CM,1999,0
CD,1899,1365754
CD,1899,612137
CD,1899,639700
CD,1899,648293
CM,1999,0
CD,1900,660136
CD,1900,622512
CD,1900,576191
CD,1900,579859
CD,1900,552401
CM,1999,0
CD,1900,535423
CD,1900,552716
CD,1900,553239
CD,1900,625342
CD,1900,651123
CD,1900,748063
CM,1999,0
CD,1899,1192939
CD,1899,586461
CD,1899,640014
CD,1899,670930
CD,1899,846487
CM,1999,0
CD,1867,552401
CD,1867,536052
CD,1867,674493
CD,1867,626704
CD,1867,617377
CD,1867,704780
R4,1910,1622489
R4,1899,2425596
CM,1899,0
CD,1899,1090339
CD,1899,1289774
CD,1899,1455568
E,1960,0
E,1899,0
RC,1910,1748227
RC,1899,564081
RC,0,565158
CM,1999,0
CD,1850,731609
CD,1850,577763
CD,1850,1063720
E,0,0
E,0,0
E,0,0
CM,1999,0
CD,1899,710544
CD,1899,802559
CD,1899,927585
CD,1899,878119
CD,1899,913961
R4,1900,1574620
R2,1891,1919622
R4,1900,1716624
CM,1999,0
CD,1899,787468
CD,1899,1686756
CM,1999,0
CD,1890,525572
CD,1890,462168
CD,1890,504822
CD,1890,551038
CD,1890,612242
CM,1890,0
CD,1890,992142
CD,1890,1816080
RC,1890,459660
R4,1899,2111196
CM,1999,0
CD,1920,1203943
CD,1920,648398
CD,1920,1445716
CM,1999,0
CD,1899,887552
CD,1899,791974
CD,1899,599037
CD,1899,760744
R3,1900,2746599
A,1899,2078708
CM,1999,0
CD,1885,762525
CD,1885,793860
CD,1885,566654
CD,1885,419724
CD,1885,566654
CD,1885,419724
CD,1885,638127
CD,1885,482709
E,0,0
CM,1999,0
CC,0,2178540
CC,0,626220
CC,0,773640
CC,0,2179800
CC,0,2405340
CD,1899,718928
CD,1899,707819
CD,1899,874242
CD,1899,728674
CD,1899,728674
CD,1899,912598
CD,1899,915742
CD,1899,793231
CD,1899,912598
C,1899,15746220
CM,2004,0
CD,2004,419096
CD,2004,678790
CD,2004,911446
CD,2004,981347
CD,2004,308532
CD,2004,981348
CD,2004,911446
CD,2004,981347
CD,2004,1237584
CD,2004,1480510
A,1899,1561520
A,1899,728884
CM,1899,0
CD,1899,1199201
CD,1899,647769
CD,1899,671244
CD,1899,784428
R4,1899,1811992
C,0,946260
E,1899,0
A,1988,8325428
E,0,0
R3,1900,3259070
CM,1999,0
CD,1900,914719
CD,1900,481451
CD,1900,737897
CD,1900,1083108
R4,1899,2111720
R3,1890,3012371
R4,1899,2083424
CM,1899,0
CD,1899,827187
CD,1899,1029136
CD,1899,593273
CD,1899,592854
CD,1899,661655
CM,1899,0
CD,1899,616958
CD,1899,581012
CD,1899,572732
CD,1899,578287
CD,1899,623246
CD,1899,718718
CM,1899,0
CD,1899,1397718
CD,1899,670930
CD,1899,669882
CD,1899,640223
CD,1899,869107
CM,1899,0
CD,1899,1145438
CD,1899,602181
CD,1899,687907
CD,1899,1492038
CM,1899,0
CD,1900,1033642
CD,1900,499372
CD,1900,586147
CD,1900,616748
CD,1900,773634
R3,1900,2908096
E,1899,0
CM,1999,0
CD,1899,628381
CD,1899,561938
CD,1899,630163
CD,1899,636450
CD,1899,822366
CM,1999,0
CD,1899,871517
CD,1899,613814
CD,1899,613080
CD,1899,1113228
E,0,0
E,1899,0
CL,,201600
CM,1999,0
CD,1890,478308
CD,1890,504822
CD,1890,525992
CD,1890,1436179
R1,1899,4189066
CM,1999,0
CD,1920,2061102
CD,1920,521380
CD,1920,548418
CD,1920,584260
CP,,33536
CP,,33536
CM,1890,0
CD,1890,1915430
CD,1890,1184240
CM,1899,0
CD,1899,1803923
CD,1899,1970659
R4,1899,1388076
CM,1899,0
CD,1899,966361
CD,1899,514568
CD,1899,551039
CD,1899,1230562
R4,1899,1821424
CM,1899,0
CD,1899,1794386
CD,1899,594530
CD,1899,1352654
CP,,33536
CP,,33536
CP,,33536
CM,1999,0
CD,1890,500735
CD,1890,404004
CD,1890,488159
CD,1890,513206
CD,1890,531336
CD,1890,595998
CM,1899,0
CD,1899,1774998
CD,1899,526620
CD,1899,574409
CD,1899,649446
CM,1999,0
CD,1890,599666
CD,1890,587928
CD,1890,522638
CD,1890,1088558
R2,1890,3055549
CM,1999,0
CD,1890,533327
CD,1890,684239
CD,1890,615700
CD,1890,1186546
CM,1880,0
CD,1880,1637291
CD,1880,732971
CD,1880,1402224
CM,1889,0
CD,1889,1225636
CD,1889,2698076
A,1899,3015620
A,1899,880844
CM,1899,0
CC,0,1025640
CD,1899,545275
CD,1899,552716
CD,1899,553239
CM,1899,0
CD,1899,508909
CD,1899,744919
CD,1899,547685
CD,1899,1102706
RC,1899,2216900
R4,1899,1938276
CM,1899,0
CC,0,628740
CD,1899,538358
CD,1899,524210
CD,1899,686230
CM,1910,0
CC,0,1839600
CC,0,836640
CD,1910,633935
CD,1910,624713
CD,1910,653511
CD,1910,633935
CD,1910,655943
CD,1910,695977
CD,1910,633936
CD,1910,637498
CD,1910,787362
CD,1910,633726
CD,1910,637498
CD,1910,787362
CD,1910,643367
CD,1910,637498
CD,1910,787363
CD,1910,633936
CD,1910,655943
CD,1910,679607
E,0,0
CM,1999,0
CC,0,1427580
CC,0,856800
CD,1899,376337
CD,1899,469504
A,1899,604942
A,1899,604942
A,1899,604942
A,1899,607296
A,1899,581404
A,1899,581404
A,1899,581404
A,1899,586112
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
RL,0,165165
R1,1860,1569485
CM,1999,0
CD,1899,881788
CD,1899,835256
CD,1899,1098933
CD,1899,546113
CM,2015,0
CD,2015,1514884
CD,2015,1743558
CM,2015,0
CD,2015,1134041
CD,2015,1473593
CM,1899,0
CD,2016,1985856
CD,2016,2165587
A,,1516370
CM,1899,0
CD,1899,873613
CD,1899,739154
CD,1899,693148
CD,1899,1336934
CM,1999,0
CD,1905,1025259
CD,1905,870574
CD,1905,901071
CD,1905,1182354
A,,542334
A,,542334
CM,1999,0
CD,1900,852967
CD,1900,764307
CD,1900,833684
CD,1900,885036
CD,1900,927794
E,1899,0
RC,1899,1598031
CM,1999,0
CD,1899,527249
CD,1899,666319
CD,1899,514044
CD,1899,517922
CD,1899,509119
A,1910,2241098
E,1875,0
A,,590343
A,1899,1740728
CM,1899,0
CD,1899,263048
CD,1899,524420
CD,1899,359254
CD,1899,580802
CD,1999,670825
CD,1899,637498
CD,1899,694720
A,1899,995157
CM,1999,0
CD,1900,810524
CD,1900,808742
CD,1900,549047
CD,1900,585098
CD,1900,554392
RC,1899,797682
RC,1899,797682
CM,1999,0
CD,1928,1998117
CD,1928,798366
CD,1928,720500
CD,1928,1099352
R4,1920,1534796
R4,1899,1852340
CM,1999,0
CD,1899,478936
CD,1899,448858
CD,1899,877072
CD,1899,688536
CD,1899,565396
CD,1899,809161
CM,1999,0
CD,1899,461330
CD,1899,474954
CD,1899,967514
CD,1899,708239
CD,1899,588871
CD,1899,749110
E,1899,0
R4,0,1158564
CM,1999,0
CD,1899,544017
CD,1899,541502
CD,1899,422449
CD,1899,601972
CD,1899,690632
CD,1899,685287
CD,1899,901071
E,1899,0
A,1899,297957
CM,1999,0
CD,1860,853072
CD,1860,741670
CD,1860,643158
CD,1860,1865545
R4,,487211
CM,1899,0
CD,1899,697235
CD,1899,789040
CD,1899,860932
CD,1899,1259733
R4,1899,1769024
CM,1999,0
CD,1899,501049
CD,1899,587614
CD,1899,520961
CD,1899,538043
CD,1899,548733
CM,1999,0
CD,1899,579440
CD,1899,569484
CD,1899,536471
CD,1899,537729
CD,1899,568645
A,1899,488101
CM,1999,0
CD,1900,675855
CD,1900,609098
CD,1900,788201
CC,0,687960
CC,0,887040
CC,0,628740
CC,0,406980
CM,1899,0
CD,1899,590653
CD,1899,564872
CD,1899,510166
CD,1899,986631
CM,1999,0
CD,1899,1101134
CD,1899,432195
CD,1899,432196
CD,1899,577553
CM,1999,0
R1,1850,902852
CD,1905,856740
CD,1905,524944
CD,1905,1088768
R3,1860,1197864
R3,1900,1357056
R4,1910,895355
CM,1999,0
CD,1860,1138443
CD,1860,568121
CD,1860,1048315
CM,1999,0
CD,1900,390171
CD,1900,456404
CD,1900,551772
CD,1900,1296691
CM,1999,0
CD,1905,954938
CD,1905,626075
CD,1905,1001783
CM,1905,0
CD,1905,835466
CD,1905,494132
CD,1905,497381
CD,1905,446763
CM,1875,0
CD,1875,1118133
CD,1875,520961
CD,1875,1114338
CM,2002,0
CC,0,3682980
CC,0,2298240
CC,0,2356200
CD,2002,249004
CD,2002,972754
CD,2002,724168
CD,2002,674178
CD,2002,626390
CD,2002,602390
CD,2002,729513
CD,2002,670616
CD,2002,724797
CD,2002,752674
CD,2002,772271
CD,2002,1086043
CD,2002,712640
CD,2002,701741
CD,2002,226053
CD,2002,887971
CD,2002,726054
CD,2002,746490
CD,2002,1014045
CD,2002,1193672
CD,2002,513940
CD,2002,716099
CD,2002,732762
CD,2002,495600
CD,2002,627019
CD,2002,732657
CD,2002,373612
CD,2002,726054
CD,2002,626180
CD,2002,692414
CD,2002,738421
CD,2002,636660
CD,2002,766402
CD,2002,560156
CD,2002,611299
CD,2002,778664
CD,2002,655210
CD,2002,697025
CD,2002,620940
CD,2002,700169
CD,2002,840601
CD,2002,2941736
CD,2002,1238946
CD,2002,1366278
C,1912,2131111
CL,0,4951349
A,1899,1360304
R4,1905,2110865
CM,1999,0
CD,1890,492036
CD,1890,483862
CD,1890,557956
CD,1890,719767
CD,1890,681829
CD,1890,811571
CM,1999,0
CD,1899,811257
CD,1899,1039721
CD,1899,314820
CD,1899,314820
CD,1899,283694
CM,1999,0
CD,1912,586042
CD,1912,725950
CD,1912,653009
CD,1912,745967
CD,1912,745967
CD,1912,827396
CD,1912,629848
RC,1899,2117542
CM,1999,0
CC,0,1064700
CD,1900,329177
CD,1900,244184
CD,1900,342696
CD,1900,329177
CD,1900,343534
CD,1900,329177
CD,1900,343535
CD,1900,329177
CD,1900,343534
CM,1900,0
CD,1999,1222492
CD,1900,746595
CD,1998,1217294
CM,1900,0
CD,1900,1388810
CD,1900,782647
CD,1900,1441524
CM,1999,0
CD,1890,423602
CD,1890,1077868
CD,1890,684030
CD,1890,583526
CD,1890,519655
CM,1999,0
CD,1920,635508
CD,1920,667576
CD,1920,641586
CD,1920,566130
CD,1920,600923
CM,1999,0
CD,1905,1038044
CD,1905,621359
CD,1905,586146
CD,1905,777826
R4,1905,2149448
R4,1910,1237216
R4,1905,1237216
RC,1899,4438256
CL,0,575820
RC,0,2186837
RC,,716753
RC,0,1136080
E,1973,0
RC,1900,5032717
A,1920,590548
R4,1920,1219872
R3,1920,1837668
R4,1920,1372880
A,1920,935420
E,1920,0
A,1920,900596
R4,1920,1606584
R3,1890,2186862
CM,1890,0
CD,1890,2139283
CD,1890,857369
CD,1890,1763470
R4,1900,1728676
A,1920,1014513
CM,1999,0
CD,1899,1537626
CD,1899,671978
CD,1899,676799
CD,1899,783171
R4,1920,1990676
E,1899,0
CM,1999,0
CD,1920,638861
CD,1920,630477
CD,1920,666424
CD,1920,549257
CD,1920,471391
A,1905,1844972
A,1905,1844972
A,1889,1993720
R4,1905,1844972
R4,1905,1844972
CM,1999,0
CD,1880,661184
CD,1880,589710
CD,1880,711592
CD,1880,675541
CD,1880,1122723
CM,1999,0
CD,1920,656258
CD,1920,696501
CD,1920,784324
CD,1920,809895
CD,1920,1062777
RC,1920,864424
CM,1920,0
CD,1920,2663125
CD,1920,714527
CD,1920,869421
R4,1920,1551040
CM,1999,0
CD,1920,778454
CD,1920,851710
CD,1920,432720
CD,1920,447601
CD,1920,444981
CD,1920,442570
CD,1920,977260
RC,1920,722327
R4,1905,1736444
R4,1905,1736444
R4,1910,1736444
E,1920,0
R4,1920,1632260
CM,1999,0
CC,0,1025640
CC,0,317520
CC,0,312480
CD,1820,591596
CD,1820,701950
CD,1820,666424
CD,1820,694196
CD,1820,708658
EA,1899,0
CM,1905,0
CD,1905,626109
CD,1905,1743348
CP,,48208
CP,,48208
CM,1999,0
CD,1905,482080
CD,1905,343640
CD,1905,361141
CD,1905,499267
R4,1905,1551040
R4,1905,1883256
R3,1851,705618
RL,0,161287
R3,1851,693252
R4,1905,877700
R3,1905,1142530
R3,1890,1116959
R4,1890,1969192
R3,1875,864076
R1,1875,1572839
R4,1905,1332532
RC,1900,3135694
E,0,0
CM,2006,0
RC,2006,339840
CD,2006,590968
CD,2006,637498
CD,2006,672292
RC,2006,429756
CD,2006,562147
CD,2006,583527
CD,2006,714003
CD,2006,693462
CD,2006,713479
CD,2006,674807
CD,2006,627543
CD,2006,713374
CD,2006,693462
CD,2006,750892
CD,2006,680152
CD,2006,726160
CD,2006,908826
CD,2006,877100
CD,2006,768002
CD,2006,760534
CD,2006,964684
CD,2006,977889
CD,2006,880320
CD,2006,1221549
RC,2006,312228
RC,2006,312228
RC,2006,331061
RC,2011,312228
CD,2011,297108
CD,2011,297108
CD,2011,297108
CD,2011,757495
CD,2011,859779
CD,2011,934082
CD,2011,630896
CD,2011,624084
CD,2011,599247
CD,2011,640748
CD,2011,773843
CD,2011,859780
CD,2011,934083
CD,2011,630896
CD,2011,624084
CD,2011,610251
CD,2011,581745
CD,2011,795328
CD,2011,884303
CD,2011,931568
CD,2011,647978
CD,2011,624084
CD,2011,610251
CD,2011,605639
CD,2011,789983
CD,2011,911131
CD,2011,959759
CD,2011,668834
CD,2011,640748
CD,2011,626390
CD,2011,607945
CD,2011,823833
CD,2011,639071
CP,,36156
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,0,36156
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,,34689
CP,2011,34689
CP,2011,34689
CP,2011,69378
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
CP,2011,34689
C,1916,2819880
E,1899,0
CM,1899,0
CD,1910,464159
CD,1950,450116
CD,1950,572837
CD,1950,554811
CD,1950,554811
CM,1899,0
CD,1920,482604
CD,1920,542864
CD,1920,542864
CD,1920,542864
R4,1899,1918364
CM,1899,0
CD,1896,573361
CD,1896,579754
CD,1896,562462
CD,1896,573570
C,1991,2718324
CM,1999,0
CD,1899,877910
CD,1899,906311
CD,1899,642319
CD,1899,608679
CD,1899,635717
C,0,834120
CD,1900,815030
CD,1900,964160
CD,1900,998534
CD,1900,631735
CD,1900,701951
CM,1899,0
CD,1899,1015722
CD,1899,553266
CD,1899,667786
CD,1899,615700
CD,1899,675541
R4,,436534
CM,1999,0
CD,1899,1154058
CD,1899,653218
CD,1899,620312
CD,1899,614338
CD,1899,706457
A,1899,866696
CM,1999,0
CD,1899,974116
CD,1899,574933
CD,1899,550095
CD,1899,564244
CD,1899,645568
CM,1999,0
CD,1899,1023372
CD,1899,565816
CD,1899,664118
CD,1899,599770
CD,1899,834523
CM,1899,0
CD,1899,1215575
CD,1899,631630
CD,1899,708134
CD,1899,1419411
CP,,33536
CP,,33536
R4,1899,2015304
R4,1899,2015304
CM,1999,0
CD,1899,1226056
CD,1899,578496
CD,1899,610041
CD,1899,594950
CD,1899,617796
R4,1899,1799940
CM,1999,0
CD,1912,1022848
CD,1912,593902
CD,1912,596836
CD,1912,583422
CD,1912,759172
CM,1999,0
CD,1900,1204362
CD,1900,691156
CD,1900,662231
CD,1900,635298
CD,1900,785057
CM,1899,0
CD,1899,578810
CD,1899,599561
CD,1899,306121
CD,1899,409349
CD,1899,404109
CD,1899,465208
CD,1899,774053
CM,1900,0
CD,1900,773529
CD,1900,677113
CD,1900,731190
CD,1900,750368
CD,1900,900337
CM,1999,0
CM,1999,0
CM,1999,0
CD,1899,146615
CD,1899,663384
CD,1899,624084
CD,1899,644625
CD,1899,690842
CD,1899,733286
CD,1899,658668
CD,1899,625446
CD,1899,680257
CD,1899,748901
CC,0,1185660
CC,0,550620
CC,0,781200
C,1952,3847536
E,0,0
A,,1163442
A,,1164659
R4,1920,1562568
R4,1905,1329466
R4,1905,1324039
R4,1905,1400007
R4,1905,1400007
R4,1899,1316812
R3,1899,3041506
R4,1899,1316812
R4,1899,1533748
R4,1899,1734964
R4,1910,1541094
R4,1905,1541094
R4,1910,1551947
R4,1910,1703886
RC,1899,1767524
RC,1899,697155
A,1920,1793128
RC,1920,3684730
RC,1905,3499710
RC,1905,3499710
RC,1905,3499710
E,0,0
E,0,0
E,1940,0
E,0,0
A,2000,4341617
E,0,0
RC,1899,2383278
R4,1899,1852340
R4,1899,2166740
CM,1899,0
CD,1890,498010
CD,1890,448439
CD,1890,620206
CD,1890,620206
CD,1890,721758
CD,1890,669462
CD,1890,669462
CD,1890,645673
CD,1890,669462
CD,1890,645673
CM,1899,0
CD,1890,625866
CD,1890,503355
CD,1890,627857
CD,1890,525153
CD,1890,669462
CD,1890,669462
CD,1890,669462
CD,1890,669462
CD,1890,731923
CD,1890,783276
CM,1899,0
CD,1900,494552
CD,1890,467727
CD,1890,773005
CD,1890,614757
CD,1890,702998
CD,1890,702998
CD,1890,716413
CD,1890,664642
CD,1890,664642
CD,1890,664642
A,1899,2150496
RC,1899,5003139
RC,1899,53737141
A,1905,706158
R3,1890,1194930
A,1900,793251
R4,1905,1212012
A,1910,779127
CM,1890,0
CD,1890,208238
CD,1890,238106
CD,1890,361770
A,1910,1518240
R3,1890,1119893
R4,1910,1311048
R4,1910,1212012
CM,1910,0
CD,1910,262105
CD,1910,301195
CD,1910,313771
CD,1910,321526
CD,1910,304340
CD,1910,383463
CD,1910,431252
CD,1910,360198
CD,1910,572208
R4,1899,1958712
R1,1890,1147875
R1,1890,1173341
E,0,0
A,1969,5726547
E,0,0
E,0,0
A,1910,786190
CM,1910,0
CD,1910,456928
CC,0,233100
CD,1910,447077
CD,1910,566549
CD,1910,548209
CD,1910,484700
A,1910,753235
CM,1920,0
CC,0,579600
CD,1920,491722
CD,1920,324985
CD,1920,607316
A,1900,1419378
CM,1899,0
CD,1899,988893
CD,1899,541082
CD,1899,467722
CD,1899,529554
A,1910,1454686
E,1965,0
RC,1965,18329161
RC,1965,18329161
RC,1965,18329161
RC,1965,18329161
RC,1965,18329161
RC,1992,8150053
E,1900,0
E,0,0
E,0,0
A,1900,5269868
E,1985,0
E,1900,0
A,1972,10740428
A,1972,10740428
A,1973,10740428
A,1972,10740428
A,1972,10740428
E,0,0
E,1899,0
E,1899,0
CM,1999,0
CD,1990,405471
CD,1990,384721
CD,1990,405471
CD,1990,312618
CD,1990,351394
CD,1990,282646
CD,1990,361980
CD,1990,283798
CD,1990,363028
CD,1990,356844
CD,1990,284113
CD,1990,347831
CD,1990,280969
CD,1990,312618
CD,1990,351395
CD,1990,320478
CD,1990,373402
CD,1990,283799
CD,1990,356844
CD,1990,356844
CD,1990,284113
CD,1990,357997
CD,1990,280969
CD,1990,336827
CD,1990,381996
CD,1990,303920
CD,1990,395410
CD,1990,303920
CD,1990,382520
CD,1990,381996
CD,1990,304444
CD,1990,515993
CD,1990,281388
CM,1999,0
A,0,2459656
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CP,0,35632
CM,1999,0
RC,1989,46455201
E,2000,0
CM,2000,0
CD,2000,222071
CD,2000,224272
CD,2000,276358
CD,2000,224272
CD,2000,224272
CD,2000,222071
CD,2000,235276
CD,2000,297423
CD,2000,300567
CD,2000,263153
CD,2000,292707
CD,2000,241459
CD,2000,235276
CD,2000,319221
CD,2000,292707
CD,2000,473172
CD,2000,300567
CD,2000,397192
CD,2000,343325
CD,2000,228569
CD,2000,235276
CD,2000,271956
CD,2000,385664
CD,2000,224272
CD,2000,235276
CD,2000,228569
CD,2000,274157
CD,2000,319221
CD,2000,348251
CD,2000,235276
CD,2000,228569
CD,2000,259170
CD,2000,292707
CD,2000,235276
CD,2000,297947
CD,2000,319221
CD,2000,213373
CD,2000,224272
CD,2000,349823
CD,2000,228569
CD,2000,222071
CD,2000,217670
CC,0,1362060
E,1988,0
E,0,0
C,2001,40623660
RC,2016,7935884
A,1899,2170932
E,0,0
A,1899,2170932
E,1910,0
E,0,0
R4,1990,1424232
R4,1990,1424232
R4,1910,1376024
R3,1890,610355
RC,1900,1195420
RC,1900,2282053
CM,1920,0
CD,1920,296479
CD,1920,351185
CD,1920,409978
CD,1920,334522
CD,1920,340076
CD,1920,438378
CD,1920,340076
CD,1920,334522
CD,1920,356530
CD,1920,350556
RC,1899,368163
RC,1899,384559
R3,1900,659087
R3,1900,708238
R3,1899,648712
R4,1900,1922556
R4,1899,1861248
R4,1899,1861248
E,1900,0
A,0,1332532
E,2003,0
CL,0,291312
RC,1910,3408307
RC,1900,1103515
RC,1900,1539261
RC,1910,2074222
RC,1900,2945209
RL,0,67701
R3,1900,669986
R3,1900,586461
R3,1890,853910
A,2018,10716848
R3,1900,633411
R3,1900,460177
R2,1890,518446
R4,1900,1903692
R4,1900,1903692
RC,1900,1404717
RC,1900,1389369
E,1899,0
CM,2000,0
CD,2000,207923
CD,2000,206876
CD,2000,219032
CD,2000,211168
CD,2000,272794
CD,2000,205827
CD,2000,228569
CD,2000,244079
CD,2000,271641
CD,2000,235276
CD,2000,228569
CD,2000,244079
CD,2000,242402
CD,2000,206876
CD,2000,285266
CD,2000,281283
CD,2000,255188
CD,2000,194194
RC,1910,2375884
RC,1910,3003876
RC,1910,2719753
RC,1899,2423032
E,2000,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,1949,0
E,0,0
E,1899,0
E,1960,0
E,0,0
E,0,0
RC,1900,1351491
RC,1900,1233591
RC,1900,1045502
RL,0,41396
RC,1920,774552
RC,1920,798659
A,1998,9614013
A,1998,9614013
A,1998,9614013
A,1998,9614013
A,1998,9614013
A,1998,9614013
A,1998,9614013
C,1950,2031120
E,0,0
E,0,0
E,,0
E,0,0
R3,1900,464474
R3,1900,454622
R3,1899,488997
R3,1890,471286
R1,1900,350661
R1,1890,314715
R1,1890,543158
R1,1890,404318
R1,1890,488704
R1,1900,326452
R1,1899,323308
R1,1899,318383
R1,1890,265354
R1,1890,324356
R1,1890,289353
R1,1900,291658
R1,1890,398450
R1,1890,299309
R1,1890,290610
R1,1890,224691
E,0,0
R1,1886,345421
R1,1899,242088
R1,1890,346678
R1,1890,347867
R1,1890,287676
R1,1900,344268
R1,1900,298994
R1,1890,288200
R1,1890,332111
RL,0,14567
RL,0,2410
RL,0,2410
RL,0,2410
RL,0,1782
RL,0,2410
R1,1900,257389
R1,1900,203207
RC,1920,826581
R1,1890,372250
R1,1890,296270
R2,1890,417314
R1,1899,378328
R1,1890,365543
R1,1890,391114
RC,1920,1386956
RC,1910,619323
RC,1920,1623207
RL,0,2830
R3,1900,531860
R1,1900,373612
R1,1900,401908
R1,1900,313772
RL,0,36680
R4,1920,1264936
R4,1920,1064244
R4,1920,1264936
R4,1920,1232448
R4,1920,1011844
R4,1920,1011844
R1,1900,257493
R1,1900,347307
R1,1887,322155
R1,1900,242821
RL,0,2725
A,1972,12874156
A,1972,12874156
A,1972,12874156
A,1972,12874156
A,1972,12874156
E,1900,0
R3,1890,610251
R3,1890,442256
R2,1890,755294
R1,1890,320060
R1,1890,339343
R1,1890,418021
R1,1890,432510
R2,1890,585413
R1,1890,369420
R1,1890,430309
R1,1890,464579
R2,1900,466989
R1,1890,331483
R1,1890,308217
RL,0,3039
R1,1890,491407
R3,1900,505451
R1,1890,361875
R1,1890,405157
R1,1890,351919
R1,1890,295536
R1,1890,316496
R1,1890,309579
R1,1890,324985
R3,1890,533746
